label,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
stand,0.5029156804084778,0.3573537766933441,-0.3081589341163635,0.9998586773872375,0.5090054273605347,0.3476575016975403,-0.29387226700782776,0.9995218515396118,0.5131587386131287,0.34844309091567993,-0.29385387897491455,0.999576210975647,0.5171087980270386,0.34943023324012756,-0.2937775254249573,0.9995402693748474,0.500024139881134,0.3467905819416046,-0.2925587296485901,0.9994516372680664,0.4974173903465271,0.3469822108745575,-0.2925979495048523,0.9994416236877441,0.49490317702293396,0.3473016023635864,-0.29266783595085144,0.999363899230957,0.5235075354576111,0.3586733937263489,-0.19916704297065735,0.9992343783378601,0.4940018653869629,0.3571608364582062,-0.1956491619348526,0.9989234209060669,0.5119320154190063,0.37315833568573,-0.27294468879699707,0.999862015247345,0.49866509437561035,0.37245166301727295,-0.2718852460384369,0.9998332262039185,0.563827395439148,0.44414132833480835,-0.1401534378528595,0.9996906518936157,0.4596020579338074,0.44478854537010193,-0.12739497423171997,0.9998482465744019,0.576698362827301,0.5457839369773865,-0.0844135731458664,0.9887848496437073,0.4525131583213806,0.5483165383338928,-0.08735527098178864,0.973953127861023,0.5791212320327759,0.632809042930603,-0.16318564116954803,0.9807562232017517,0.4501797556877136,0.6359878182411194,-0.15930381417274475,0.9563220739364624,0.5831858515739441,0.6588254570960999,-0.1902289241552353,0.9629960656166077,0.44757407903671265,0.6621507406234741,-0.18570783734321594,0.9269037842750549,0.5758639574050903,0.6572142839431763,-0.22066740691661835,0.9649829268455505,0.4528791308403015,0.6611799597740173,-0.21849599480628967,0.9310279488563538,0.5723934769630432,0.6488932967185974,-0.1758008450269699,0.9583495855331421,0.4560331702232361,0.6520922183990479,-0.17389480769634247,0.9232351779937744,0.5432709455490112,0.630453884601593,-0.003679708344861865,0.9958715438842773,0.48744136095046997,0.6348122954368591,0.0035891071893274784,0.9959841966629028,0.5458406805992126,0.754132866859436,0.10390349477529526,0.9782977104187012,0.4954488277435303,0.7565613985061646,0.05703585594892502,0.982193112373352,0.5541629195213318,0.8588721752166748,0.3123391270637512,0.9554558992385864,0.4924790859222412,0.862748920917511,0.24296355247497559,0.9587680101394653,0.5480049848556519,0.8734760880470276,0.3264535367488861,0.887597382068634,0.4987936019897461,0.8749796152114868,0.25568869709968567,0.869158923625946,0.565630316734314,0.9100421667098999,0.21726885437965393,0.9461909532546997,0.4827412962913513,0.9118887782096863,0.14477719366550446,0.9452358484268188
stand,0.5115207433700562,0.3810318112373352,-0.3572483956813812,0.9998829364776611,0.5169857740402222,0.3681753873825073,-0.34716713428497314,0.9995694756507874,0.5203568935394287,0.36857670545578003,-0.34714359045028687,0.9996106624603271,0.5238940715789795,0.36923593282699585,-0.3470955789089203,0.9995677471160889,0.5082966089248657,0.36793628334999084,-0.34544602036476135,0.9995381236076355,0.5053586363792419,0.36807456612586975,-0.3455057740211487,0.9995429515838623,0.5025020241737366,0.3683500289916992,-0.345584899187088,0.9994873404502869,0.531549334526062,0.37610942125320435,-0.2512299120426178,0.9992302060127258,0.5014635324478149,0.37464189529418945,-0.24480490386486053,0.9990673661231995,0.5192769765853882,0.39604461193084717,-0.31856733560562134,0.9998743534088135,0.5062155723571777,0.3957603871822357,-0.316817969083786,0.9998615980148315,0.5700775384902954,0.4517615735530853,-0.1741076409816742,0.9997698664665222,0.4669279158115387,0.45488440990448,-0.15157859027385712,0.9998812079429626,0.5836286544799805,0.5516823530197144,-0.10925078392028809,0.9893366694450378,0.4575042724609375,0.5601503252983093,-0.0940314382314682,0.9766396880149841,0.5878050923347473,0.6431753039360046,-0.18234941363334656,0.9811533093452454,0.45660966634750366,0.64748615026474,-0.16608008742332458,0.9615915417671204,0.5917642116546631,0.6706292033195496,-0.20855720341205597,0.963193953037262,0.4539310336112976,0.6729046106338501,-0.1934332549571991,0.9346442222595215,0.5860776901245117,0.6707853674888611,-0.23990783095359802,0.9651922583580017,0.45951971411705017,0.6732586026191711,-0.2260160744190216,0.9381985664367676,0.5818682909011841,0.6625005006790161,-0.19524982571601868,0.9581772685050964,0.46258673071861267,0.6646406650543213,-0.1804414540529251,0.930083692073822,0.5522893667221069,0.6365238428115845,-0.004087398760020733,0.997169554233551,0.4956207275390625,0.640615701675415,0.003968888893723488,0.9972939491271973,0.5529836416244507,0.760860025882721,0.0658016949892044,0.9838658571243286,0.5007373690605164,0.7657023668289185,0.04432966187596321,0.9869721531867981,0.5617406964302063,0.8719886541366577,0.26044848561286926,0.968721330165863,0.49549683928489685,0.8782828450202942,0.22611503303050995,0.9708300828933716,0.5584615468978882,0.885754406452179,0.2730793356895447,0.901272714138031,0.5005377531051636,0.8893259763717651,0.23861977458000183,0.8884612321853638,0.5689510703086853,0.9236243367195129,0.1604575365781784,0.9612283110618591,0.48622065782546997,0.927902340888977,0.12556686997413635,0.9603626132011414
stand,0.5066633820533752,0.3904695212841034,-0.332573264837265,0.9999082684516907,0.5132268071174622,0.37811458110809326,-0.3180026412010193,0.9996471405029297,0.5169211626052856,0.3785416781902313,-0.31801605224609375,0.9996744990348816,0.5204902291297913,0.3791447579860687,-0.3179855942726135,0.9996364116668701,0.5036559700965881,0.3775523602962494,-0.31717145442962646,0.9996343851089478,0.5007510781288147,0.3774699866771698,-0.3171960413455963,0.9996414184570312,0.4978044629096985,0.3774854242801666,-0.317239910364151,0.9996007680892944,0.5268675684928894,0.38582760095596313,-0.2147999107837677,0.9993183016777039,0.49602532386779785,0.3834448754787445,-0.21526701748371124,0.9992372393608093,0.5148640871047974,0.4048311114311218,-0.29392528533935547,0.9998942017555237,0.5004053115844727,0.40432438254356384,-0.2935864329338074,0.9998885989189148,0.5658499002456665,0.464944988489151,-0.15439198911190033,0.9998265504837036,0.461831271648407,0.47105735540390015,-0.12690484523773193,0.9999064207077026,0.5797265768051147,0.5665571093559265,-0.10566893965005875,0.990027129650116,0.4546176493167877,0.573772132396698,-0.07711674273014069,0.9768781065940857,0.5832438468933105,0.654995858669281,-0.1936151534318924,0.9825281500816345,0.45213064551353455,0.6607223153114319,-0.16318851709365845,0.9632129073143005,0.5884869694709778,0.6814476847648621,-0.22384993731975555,0.9652435183525085,0.448784202337265,0.6865406036376953,-0.19141100347042084,0.937334418296814,0.5816075205802917,0.6809215545654297,-0.25478941202163696,0.9671156406402588,0.45436620712280273,0.6871745586395264,-0.22733533382415771,0.9405558109283447,0.5775886178016663,0.6727845668792725,-0.20670554041862488,0.9602695107460022,0.45759111642837524,0.6783230304718018,-0.17938296496868134,0.9322304725646973,0.5466573238372803,0.6514760255813599,-0.0030419339891523123,0.9980564713478088,0.4916779100894928,0.6556633710861206,0.0029285368509590626,0.9981762766838074,0.5469235181808472,0.7781935930252075,0.08844257891178131,0.9871083498001099,0.4957243502140045,0.7820456027984619,0.05972295254468918,0.99006587266922,0.553255021572113,0.8852842450141907,0.3123704493045807,0.9769158363342285,0.4889698624610901,0.8888195157051086,0.25710329413414,0.9785221815109253,0.5471700429916382,0.8993639349937439,0.3279925584793091,0.9122322797775269,0.49482885003089905,0.9010733366012573,0.27089497447013855,0.9011751413345337,0.5631483793258667,0.9350917339324951,0.21718983352184296,0.9702985286712646,0.47859328985214233,0.9396284222602844,0.15769153833389282,0.9696376919746399
stand,0.5024198889732361,0.39789503812789917,-0.2976883351802826,0.9999268651008606,0.5089839100837708,0.3857486844062805,-0.2821377217769623,0.999710202217102,0.5129690766334534,0.3863477110862732,-0.2821299433708191,0.9997266530990601,0.51670241355896,0.3872155249118805,-0.2820618748664856,0.9996946454048157,0.4987877309322357,0.38543081283569336,-0.2819035053253174,0.9997043013572693,0.4956815242767334,0.3856525421142578,-0.2819276452064514,0.9997106790542603,0.49271005392074585,0.38594818115234375,-0.28198057413101196,0.9996792078018188,0.5226563215255737,0.39634016156196594,-0.18387724459171295,0.9993972778320312,0.4901066720485687,0.39394238591194153,-0.18563631176948547,0.9993536472320557,0.5107179284095764,0.41311565041542053,-0.2611788213253021,0.9999119639396667,0.49565020203590393,0.4127207398414612,-0.26168757677078247,0.9999094605445862,0.5586836338043213,0.47724783420562744,-0.12507210671901703,0.9998683333396912,0.45635905861854553,0.48009949922561646,-0.11524075269699097,0.9999145865440369,0.5739597082138062,0.5765613913536072,-0.07272673398256302,0.9906694889068604,0.44772952795028687,0.583365261554718,-0.07592333853244781,0.9750357270240784,0.5729399919509888,0.6681346297264099,-0.15252341330051422,0.9848045110702515,0.4445362091064453,0.6695162653923035,-0.1556718796491623,0.9613621830940247,0.5774195194244385,0.696209728717804,-0.18015673756599426,0.9693412780761719,0.44094014167785645,0.6966265439987183,-0.18427690863609314,0.9359333515167236,0.5701510906219482,0.6957079172134399,-0.20999374985694885,0.9709391593933105,0.44931405782699585,0.6961888670921326,-0.2183310091495514,0.9392022490501404,0.5663526058197021,0.6872608065605164,-0.16478393971920013,0.964624285697937,0.45239686965942383,0.6861315965652466,-0.17096106708049774,0.9308106899261475,0.5386072397232056,0.6650539040565491,-0.0016547273844480515,0.9986677765846252,0.4832727313041687,0.6679421663284302,0.0015471482183784246,0.9987680315971375,0.5393451452255249,0.7920664548873901,0.09545346349477768,0.9894255995750427,0.48584699630737305,0.794718861579895,0.03398628160357475,0.9919703006744385,0.543535053730011,0.8971998691558838,0.3130168616771698,0.9823291301727295,0.4783197343349457,0.8970735669136047,0.21184273064136505,0.9833828806877136,0.5377315878868103,0.9098007678985596,0.32826077938079834,0.9200395941734314,0.48403263092041016,0.9099783301353455,0.22369834780693054,0.9086753726005554,0.5529000163078308,0.9506695866584778,0.21999947726726532,0.9761015176773071,0.46935051679611206,0.9512178897857666,0.10655500739812851,0.9753140211105347
stand,0.5000710487365723,0.38523420691490173,-0.328269898891449,0.9999420642852783,0.5074380040168762,0.37343940138816833,-0.31647491455078125,0.9997559785842896,0.5112156867980957,0.3744346797466278,-0.31647244095802307,0.9997652769088745,0.5148680806159973,0.37553301453590393,-0.31643441319465637,0.9997367858886719,0.49753013253211975,0.37162014842033386,-0.31401363015174866,0.999753475189209,0.49463072419166565,0.37129443883895874,-0.3140435814857483,0.9997601509094238,0.49182209372520447,0.3711644113063812,-0.3140905201435089,0.9997317790985107,0.520233690738678,0.3827749192714691,-0.22200636565685272,0.999445378780365,0.4895099699497223,0.37835636734962463,-0.21569378674030304,0.9994157552719116,0.507386326789856,0.4023536443710327,-0.2915838658809662,0.9999223947525024,0.4934099316596985,0.3991248905658722,-0.2890889346599579,0.9999219179153442,0.5556322336196899,0.4652963876724243,-0.15331758558750153,0.9999065399169922,0.45318061113357544,0.45996391773223877,-0.13739050924777985,0.9999226927757263,0.569330632686615,0.5677738785743713,-0.09012697637081146,0.9911273717880249,0.4425453543663025,0.5652416944503784,-0.0932021290063858,0.9707283973693848,0.5665654540061951,0.6544634103775024,-0.164535254240036,0.9863856434822083,0.43863725662231445,0.6513509750366211,-0.16633622348308563,0.955871045589447,0.5704926252365112,0.6824669241905212,-0.19056084752082825,0.9721163511276245,0.43465137481689453,0.6784886121749878,-0.19355899095535278,0.9296749830245972,0.5639143586158752,0.6801993250846863,-0.22123698890209198,0.9735932350158691,0.4420878291130066,0.6780843138694763,-0.22711551189422607,0.933182418346405,0.5606138110160828,0.6728429198265076,-0.17690590023994446,0.9677041172981262,0.44532281160354614,0.6696683168411255,-0.18140777945518494,0.924623429775238,0.5305439233779907,0.6505651473999023,-0.0002208243531640619,0.9992673397064209,0.474754273891449,0.651434600353241,9.665192192187533e-05,0.9993467926979065,0.5300970673561096,0.774149477481842,0.08735702186822891,0.9911870956420898,0.4765130579471588,0.7745330929756165,0.05972879007458687,0.9935755729675293,0.5329882502555847,0.8797147870063782,0.28301894664764404,0.9875271916389465,0.4693911671638489,0.8780755996704102,0.24776813387870789,0.9879570007324219,0.5270779728889465,0.8927582502365112,0.2968054711818695,0.9276291131973267,0.4750860333442688,0.8913764357566833,0.2606217563152313,0.9136284589767456,0.5417083501815796,0.931189775466919,0.19387035071849823,0.9815149307250977,0.4576755166053772,0.9288416504859924,0.14865857362747192,0.9803852438926697
stand,0.5038750171661377,0.3522895276546478,-0.3986733555793762,0.9999386072158813,0.5108033418655396,0.33961600065231323,-0.3901238739490509,0.9997366070747375,0.5143193006515503,0.3405596911907196,-0.39021164178848267,0.999748706817627,0.5179520845413208,0.34173646569252014,-0.39027878642082214,0.9997179508209229,0.5014302134513855,0.33869919180870056,-0.38930895924568176,0.9997327327728271,0.49860042333602905,0.3389022946357727,-0.38936877250671387,0.9997422695159912,0.4958553910255432,0.3393040895462036,-0.389504611492157,0.9997096657752991,0.524503767490387,0.34934085607528687,-0.28213995695114136,0.999398410320282,0.4923344552516937,0.34600552916526794,-0.28179997205734253,0.9993392825126648,0.511772632598877,0.36882612109184265,-0.3537799119949341,0.9999133348464966,0.49811500310897827,0.3675585091114044,-0.3539809584617615,0.9999125003814697,0.5592026114463806,0.4307126998901367,-0.19827207922935486,0.999920666217804,0.4552505612373352,0.42500847578048706,-0.17466171085834503,0.9999256134033203,0.5695964694023132,0.5341669321060181,-0.13333585858345032,0.9912742972373962,0.4429129958152771,0.5290970206260681,-0.10656587034463882,0.9699283242225647,0.56685870885849,0.6220767498016357,-0.20504191517829895,0.986010730266571,0.43776050209999084,0.6156840920448303,-0.17759129405021667,0.9537665843963623,0.5693272352218628,0.6499002575874329,-0.2295476496219635,0.9709761142730713,0.43349212408065796,0.6415337920188904,-0.2018735110759735,0.9267488121986389,0.5628389120101929,0.6479507684707642,-0.2613126337528229,0.9724848866462708,0.4398178458213806,0.6407792568206787,-0.23950307071208954,0.9303210973739624,0.5599663853645325,0.6400516033172607,-0.2172856330871582,0.9663100242614746,0.44298234581947327,0.6331546306610107,-0.1942509561777115,0.9212455749511719,0.5308331251144409,0.613787055015564,-0.0022267946042120457,0.9994552135467529,0.47456517815589905,0.6137304902076721,0.0021178738679736853,0.9995248913764954,0.526214063167572,0.7391411662101746,0.09535156935453415,0.9909775853157043,0.47559627890586853,0.7371734976768494,0.05109124258160591,0.9937232136726379,0.5279747247695923,0.843799889087677,0.30029118061065674,0.9885333180427551,0.4650852680206299,0.8428663015365601,0.2470588982105255,0.9887981414794922,0.5217467546463013,0.856814980506897,0.31399402022361755,0.9280351400375366,0.4701085686683655,0.854997456073761,0.26013442873954773,0.913053035736084,0.5362008810043335,0.8949544429779053,0.203568696975708,0.9827612042427063,0.45240122079849243,0.8913032412528992,0.1406768411397934,0.9816187620162964
stand,0.5046907663345337,0.336512953042984,-0.3387410342693329,0.9999339580535889,0.5115962028503418,0.3235968053340912,-0.32480761408805847,0.9997142553329468,0.5152117013931274,0.32472795248031616,-0.32481077313423157,0.9997295141220093,0.5188183188438416,0.32604533433914185,-0.32476750016212463,0.9996924996376038,0.5020143389701843,0.3214975595474243,-0.32387423515319824,0.9997064471244812,0.49911800026893616,0.32121583819389343,-0.32390183210372925,0.9997168183326721,0.4961338937282562,0.32112863659858704,-0.3239520192146301,0.9996755719184875,0.5251260995864868,0.3335513174533844,-0.22271302342414856,0.999324381351471,0.4926665425300598,0.3281003534793854,-0.22171178460121155,0.9992345571517944,0.512166440486908,0.3526662588119507,-0.2992386519908905,0.9999070167541504,0.4983585774898529,0.351113885641098,-0.299002468585968,0.9999046325683594,0.5593966245651245,0.4213256537914276,-0.15514613687992096,0.9999281764030457,0.4554365277290344,0.41212108731269836,-0.13999436795711517,0.9999249577522278,0.5679162740707397,0.5249349474906921,-0.10213414579629898,0.9912158250808716,0.44102567434310913,0.5181805491447449,-0.09181645512580872,0.9677622318267822,0.5628634691238403,0.611433744430542,-0.1914975345134735,0.9862864017486572,0.4356457591056824,0.6041699647903442,-0.17145800590515137,0.9488952159881592,0.5657939314842224,0.6394172310829163,-0.22206954658031464,0.9715715050697327,0.43148016929626465,0.6310145854949951,-0.2010536938905716,0.9207444787025452,0.5595207214355469,0.6369659900665283,-0.2533699572086334,0.9730755090713501,0.43871888518333435,0.6299254894256592,-0.23564720153808594,0.9245027303695679,0.5563851594924927,0.630473792552948,-0.20456337928771973,0.9669018387794495,0.4418608546257019,0.622553825378418,-0.1873778998851776,0.9147821664810181,0.528643012046814,0.6062853336334229,0.001071788603439927,0.9995819926261902,0.47236305475234985,0.6066309809684753,-0.0011659541632980108,0.9996497631072998,0.5234862565994263,0.7278153300285339,0.1085890531539917,0.9908111691474915,0.47066745162010193,0.7276067137718201,0.05265297368168831,0.9941403865814209,0.5234916806221008,0.8320936560630798,0.3306288719177246,0.989256739616394,0.45978671312332153,0.8316251039505005,0.2600690722465515,0.9896374344825745,0.5178959965705872,0.844592273235321,0.34665659070014954,0.9308286309242249,0.46529173851013184,0.8447506427764893,0.27453646063804626,0.9116758108139038,0.5313178896903992,0.8826950788497925,0.23874013125896454,0.9835490584373474,0.4473845958709717,0.8784945607185364,0.15709492564201355,0.9823854565620422
stand,0.455613374710083,0.35894298553466797,-0.4035104811191559,0.9999369978904724,0.4623278081417084,0.34449732303619385,-0.3941570520401001,0.9997274875640869,0.46610426902770996,0.3453275263309479,-0.3941231966018677,0.9997411966323853,0.47006863355636597,0.3463551700115204,-0.394104927778244,0.999705970287323,0.453007310628891,0.34326446056365967,-0.3901481032371521,0.9997311234474182,0.450084388256073,0.3431244492530823,-0.3901987671852112,0.9997431039810181,0.44732269644737244,0.3431210517883301,-0.3902406394481659,0.9997109770774841,0.47961848974227905,0.3527255654335022,-0.2956753373146057,0.9993513822555542,0.44927701354026794,0.3469964563846588,-0.28040340542793274,0.99931401014328,0.46368589997291565,0.3753453195095062,-0.364056795835495,0.999908983707428,0.4514913558959961,0.3737713396549225,-0.35966384410858154,0.9999104142189026,0.516156017780304,0.43396487832069397,-0.20650097727775574,0.9999234676361084,0.4097321629524231,0.42437517642974854,-0.18642543256282806,0.9999325275421143,0.5222424864768982,0.5359013676643372,-0.13782313466072083,0.990715503692627,0.39675456285476685,0.5285539627075195,-0.12805888056755066,0.9715353846549988,0.5223917961120605,0.6249353885650635,-0.20363017916679382,0.9824182987213135,0.3913128674030304,0.6159331202507019,-0.198917418718338,0.9491440653800964,0.5245795845985413,0.6523584723472595,-0.2291979342699051,0.9631680846214294,0.38949888944625854,0.6417021155357361,-0.22629007697105408,0.9173663258552551,0.5184981822967529,0.6504682898521423,-0.26159849762916565,0.9650915265083313,0.394694983959198,0.6408957839012146,-0.2593713402748108,0.9208084940910339,0.5153643488883972,0.6409440636634827,-0.2162335216999054,0.9576414823532104,0.3973473906517029,0.6321467161178589,-0.21331071853637695,0.9097626209259033,0.4869881272315979,0.6136543154716492,0.0006153908907435834,0.9996397495269775,0.4307161271572113,0.6127579808235168,-0.0007316425326280296,0.9997333884239197,0.4812520444393158,0.7407795190811157,0.09988219290971756,0.9911620020866394,0.432399183511734,0.7414923906326294,0.05743299052119255,0.9946518540382385,0.4856050908565521,0.8405889272689819,0.3320712447166443,0.9899722337722778,0.42273789644241333,0.8478968143463135,0.2545122802257538,0.990753173828125,0.47816115617752075,0.8537453413009644,0.3486561179161072,0.9319503903388977,0.4271181523799896,0.8597828149795532,0.26883822679519653,0.914364755153656,0.49684828519821167,0.8916741013526917,0.23774489760398865,0.9844866991043091,0.41173043847084045,0.8929120898246765,0.1479635387659073,0.9837560653686523
stand,0.367862343788147,0.3280481994152069,-0.3266838788986206,0.9999552369117737,0.37502172589302063,0.3150520920753479,-0.3169728219509125,0.9997965693473816,0.3788568675518036,0.315957248210907,-0.3169545531272888,0.9998006820678711,0.3832671642303467,0.3172193765640259,-0.3169069290161133,0.9997760653495789,0.3663107454776764,0.31386223435401917,-0.3116043210029602,0.9998064041137695,0.36356815695762634,0.3139229118824005,-0.3116210103034973,0.9998102784156799,0.36078768968582153,0.31425923109054565,-0.3116677403450012,0.9997885227203369,0.39440301060676575,0.3262251913547516,-0.2278870791196823,0.9995099902153015,0.36177366971969604,0.32243576645851135,-0.20648427307605743,0.9995081424713135,0.3754078447818756,0.3449157774448395,-0.2913411259651184,0.9999377131462097,0.3637765944004059,0.3430984616279602,-0.28505080938339233,0.99993896484375,0.4333609640598297,0.4207277297973633,-0.1610698401927948,0.9999420046806335,0.32215043902397156,0.4093751013278961,-0.12754341959953308,0.9999479055404663,0.44397369027137756,0.5316762328147888,-0.10399241745471954,0.9915196895599365,0.3036656975746155,0.5197291374206543,-0.07413580268621445,0.9759169220924377,0.4408828318119049,0.6238328218460083,-0.17986299097537994,0.9867215752601624,0.29675811529159546,0.6167493462562561,-0.14658775925636292,0.9575075507164001,0.443739116191864,0.6549729704856873,-0.20715153217315674,0.971940279006958,0.29433730244636536,0.644871175289154,-0.1732422411441803,0.9290814399719238,0.43659958243370056,0.6517313718795776,-0.24127261340618134,0.9734635353088379,0.3039208650588989,0.6430526971817017,-0.20740649104118347,0.9320128560066223,0.4329405426979065,0.6431801319122314,-0.19319909811019897,0.9676580429077148,0.3070225715637207,0.6354994177818298,-0.16218405961990356,0.9235641360282898,0.40132349729537964,0.6211764216423035,-0.0020938434172421694,0.9997665286064148,0.3401750326156616,0.6205492615699768,0.001940439105965197,0.9998611211776733,0.3968602120876312,0.7488080859184265,0.09059366583824158,0.9926077723503113,0.3395498991012573,0.7518308162689209,0.06719715893268585,0.9960601329803467,0.39687564969062805,0.8565884828567505,0.304060697555542,0.9918878674507141,0.32896098494529724,0.8674209117889404,0.26312658190727234,0.992818295955658,0.38865402340888977,0.8724867701530457,0.3192083239555359,0.9387279748916626,0.3348846137523651,0.881064772605896,0.2766243815422058,0.9195124506950378,0.4113035798072815,0.9121779203414917,0.2125811129808426,0.9863556027412415,0.3181575834751129,0.9209802746772766,0.162440687417984,0.9856249094009399
stand,0.3219526410102844,0.3468255400657654,-0.3561737537384033,0.9999547004699707,0.3298161029815674,0.33071979880332947,-0.3492929935455322,0.9997867345809937,0.33371084928512573,0.33053067326545715,-0.3492525815963745,0.999794065952301,0.33779266476631165,0.33049479126930237,-0.34921810030937195,0.9997704029083252,0.32053789496421814,0.33148372173309326,-0.34282273054122925,0.9997967481613159,0.31784260272979736,0.33170318603515625,-0.3428650498390198,0.9997986555099487,0.31518033146858215,0.3320023715496063,-0.34291163086891174,0.9997740983963013,0.3477340638637543,0.33754459023475647,-0.26064354181289673,0.9995115995407104,0.3180132508277893,0.3382619023323059,-0.23347237706184387,0.9994634389877319,0.33022525906562805,0.36253201961517334,-0.32023295760154724,0.9999364018440247,0.31823021173477173,0.3630969822406769,-0.3123036324977875,0.9999346137046814,0.39165571331977844,0.42502057552337646,-0.18198278546333313,0.9999476075172424,0.27806514501571655,0.4249957203865051,-0.14679959416389465,0.9999517798423767,0.4038264751434326,0.5383919477462769,-0.11169872432947159,0.992214560508728,0.26296764612197876,0.5385744571685791,-0.07801821082830429,0.974888265132904,0.40362006425857544,0.6407886743545532,-0.1708832085132599,0.9877501726150513,0.256149560213089,0.6406270265579224,-0.12990140914916992,0.9567385315895081,0.40416041016578674,0.673310399055481,-0.1977788805961609,0.9736887216567993,0.2529257535934448,0.6676315665245056,-0.16108708083629608,0.92777419090271,0.3963168263435364,0.6714723706245422,-0.23088309168815613,0.9751038551330566,0.2584682106971741,0.6667316555976868,-0.18889816105365753,0.9306215047836304,0.3927244544029236,0.661037266254425,-0.18374839425086975,0.9695428013801575,0.26176387071609497,0.6574695110321045,-0.1475418359041214,0.9219815731048584,0.364635169506073,0.6357796788215637,-0.0023242346942424774,0.9997515082359314,0.3039048910140991,0.6380928754806519,0.0021866171155124903,0.9998664259910583,0.3656459450721741,0.7741464972496033,0.09843776375055313,0.9922875761985779,0.3075924515724182,0.7767289876937866,0.0447978600859642,0.9960690140724182,0.37292203307151794,0.8842962980270386,0.31988364458084106,0.9914150238037109,0.3030852675437927,0.899522602558136,0.2260228842496872,0.9927128553390503,0.36682119965553284,0.8978951573371887,0.33550697565078735,0.9368670582771301,0.3101895749568939,0.9144356846809387,0.237532377243042,0.9188165664672852,0.38589054346084595,0.9368859529495239,0.22067876160144806,0.9856861233711243,0.29493698477745056,0.9611299633979797,0.11359314620494843,0.985308051109314
